measurementID,eventID,measurementType,measurementValue,measurementUnit,measurementDeterminedDate,measurementMethod,measurementRemarks
P04Q1_20181121_V04,P04Q1_20181121,maximum height,41.17,centimeters,20181121,Plot: Field measurement of species height; Transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/21555
PR17Q8_20200519_V10,PR17Q8_20200519,bare soil cover,72,percentage,20200519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
PR17Q8_20201117_V10,PR17Q8_20201117,bare soil cover,78,percentage,20201117,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
PR17Q8_20210519_V10,PR17Q8_20210519,bare soil cover,66,percentage,20210519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
PR18Q1_20190424_V10,PR18Q1_20190424,bare soil cover,7,percentage,20190424,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
PR18Q1_20191218_V10,PR18Q1_20191218,bare soil cover,74,percentage,20191218,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
PR18Q1_20200519_V10,PR18Q1_20200519,bare soil cover,60,percentage,20200519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
PR18Q1_20201117_V10,PR18Q1_20201117,bare soil cover,58,percentage,20201117,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
PR18Q1_20210519_V10,PR18Q1_20210519,bare soil cover,50,percentage,20210519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
PR18Q2_20190424_V10,PR18Q2_20190424,bare soil cover,1,percentage,20190424,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
PR18Q2_20191218_V10,PR18Q2_20191218,bare soil cover,68,percentage,20191218,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
PR18Q2_20200519_V10,PR18Q2_20200519,bare soil cover,44,percentage,20200519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
PR18Q2_20201117_V10,PR18Q2_20201117,bare soil cover,48,percentage,20201117,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
PR18Q2_20210519_V10,PR18Q2_20210519,bare soil cover,43,percentage,20210519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
PR18Q3_20190424_V10,PR18Q3_20190424,bare soil cover,5,percentage,20190424,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
PR18Q3_20191218_V10,PR18Q3_20191218,bare soil cover,92,percentage,20191218,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
PR18Q3_20200519_V10,PR18Q3_20200519,bare soil cover,76,percentage,20200519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
PR18Q3_20201117_V10,PR18Q3_20201117,bare soil cover,78,percentage,20201117,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
PR18Q3_20210519_V10,PR18Q3_20210519,bare soil cover,75,percentage,20210519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
PR18Q4_20190424_V10,PR18Q4_20190424,bare soil cover,8,percentage,20190424,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
PR18Q4_20191218_V10,PR18Q4_20191218,bare soil cover,67,percentage,20191218,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
PR18Q4_20200519_V10,PR18Q4_20200519,bare soil cover,75,percentage,20200519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
PR18Q4_20201117_V10,PR18Q4_20201117,bare soil cover,63,percentage,20201117,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
PR18Q4_20210519_V10,PR18Q4_20210519,bare soil cover,78,percentage,20210519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
PR18Q5_20190424_V10,PR18Q5_20190424,bare soil cover,80,percentage,20190424,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
PR18Q5_20191218_V10,PR18Q5_20191218,bare soil cover,2,percentage,20191218,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
PR18Q5_20200519_V10,PR18Q5_20200519,bare soil cover,84,percentage,20200519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
PR18Q5_20201117_V10,PR18Q5_20201117,bare soil cover,94,percentage,20201117,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
PR18Q5_20210519_V10,PR18Q5_20210519,bare soil cover,84,percentage,20210519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
PR18Q6_20190424_V10,PR18Q6_20190424,bare soil cover,50,percentage,20190424,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
PR18Q6_20191218_V10,PR18Q6_20191218,bare soil cover,65,percentage,20191218,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
PR18Q6_20200519_V10,PR18Q6_20200519,bare soil cover,56,percentage,20200519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
PR18Q6_20201117_V10,PR18Q6_20201117,bare soil cover,65,percentage,20201117,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
PR18Q6_20210519_V10,PR18Q6_20210519,bare soil cover,50,percentage,20210519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
PR18Q7_20190424_V10,PR18Q7_20190424,bare soil cover,80,percentage,20190424,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
PR18Q7_20191218_V10,PR18Q7_20191218,bare soil cover,96,percentage,20191218,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
PR18Q7_20200519_V10,PR18Q7_20200519,bare soil cover,79,percentage,20200519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
PR18Q7_20201117_V10,PR18Q7_20201117,bare soil cover,85,percentage,20201117,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
PR18Q7_20210519_V10,PR18Q7_20210519,bare soil cover,87,percentage,20210519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
PR18Q8_20190424_V10,PR18Q8_20190424,bare soil cover,50,percentage,20190424,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
PR18Q8_20191218_V10,PR18Q8_20191218,bare soil cover,97,percentage,20191218,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
PR18Q8_20200519_V10,PR18Q8_20200519,bare soil cover,85,percentage,20200519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
PR18Q8_20201117_V10,PR18Q8_20201117,bare soil cover,89,percentage,20201117,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
PR18Q8_20210519_V10,PR18Q8_20210519,bare soil cover,86,percentage,20210519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP07Q1_20181121_V10,NP07Q1_20181121,bare soil cover,88,percentage,20181121,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP07Q1_20190604_V10,NP07Q1_20190604,bare soil cover,36,percentage,20190604,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP07Q1_20191218_V10,NP07Q1_20191218,bare soil cover,30,percentage,20191218,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP07Q1_20200519_V10,NP07Q1_20200519,bare soil cover,59,percentage,20200519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP07Q1_20201117_V10,NP07Q1_20201117,bare soil cover,68,percentage,20201117,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP07Q1_20210519_V10,NP07Q1_20210519,bare soil cover,73,percentage,20210519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP07Q2_20181121_V10,NP07Q2_20181121,bare soil cover,64,percentage,20181121,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP07Q2_20190604_V10,NP07Q2_20190604,bare soil cover,15,percentage,20190604,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP07Q2_20191218_V10,NP07Q2_20191218,bare soil cover,69,percentage,20191218,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP07Q2_20200519_V10,NP07Q2_20200519,bare soil cover,45,percentage,20200519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP07Q2_20201117_V10,NP07Q2_20201117,bare soil cover,48,percentage,20201117,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP07Q2_20210519_V10,NP07Q2_20210519,bare soil cover,44,percentage,20210519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP07Q3_20181121_V10,NP07Q3_20181121,bare soil cover,35,percentage,20181121,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP07Q3_20190604_V10,NP07Q3_20190604,bare soil cover,42,percentage,20190604,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP07Q3_20191218_V10,NP07Q3_20191218,bare soil cover,20,percentage,20191218,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP07Q3_20200519_V10,NP07Q3_20200519,bare soil cover,55,percentage,20200519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP07Q3_20201117_V10,NP07Q3_20201117,bare soil cover,61,percentage,20201117,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP07Q3_20210519_V10,NP07Q3_20210519,bare soil cover,64,percentage,20210519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP07Q4_20181121_V10,NP07Q4_20181121,bare soil cover,75,percentage,20181121,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP07Q4_20190604_V10,NP07Q4_20190604,bare soil cover,69,percentage,20190604,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP07Q4_20191218_V10,NP07Q4_20191218,bare soil cover,12,percentage,20191218,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP07Q4_20200519_V10,NP07Q4_20200519,bare soil cover,68,percentage,20200519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP07Q4_20201117_V10,NP07Q4_20201117,bare soil cover,77,percentage,20201117,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP07Q4_20210519_V10,NP07Q4_20210519,bare soil cover,71,percentage,20210519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP07Q5_20181121_V10,NP07Q5_20181121,bare soil cover,0,percentage,20181121,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP07Q5_20190604_V10,NP07Q5_20190604,bare soil cover,70,percentage,20190604,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP07Q5_20191218_V10,NP07Q5_20191218,bare soil cover,3,percentage,20191218,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP07Q5_20200519_V10,NP07Q5_20200519,bare soil cover,75,percentage,20200519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP07Q5_20201117_V10,NP07Q5_20201117,bare soil cover,70,percentage,20201117,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP07Q5_20210519_V10,NP07Q5_20210519,bare soil cover,71,percentage,20210519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP07Q6_20181121_V10,NP07Q6_20181121,bare soil cover,3,percentage,20181121,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP07Q6_20190604_V10,NP07Q6_20190604,bare soil cover,90,percentage,20190604,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP07Q6_20191218_V10,NP07Q6_20191218,bare soil cover,3,percentage,20191218,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP07Q6_20200519_V10,NP07Q6_20200519,bare soil cover,80,percentage,20200519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP07Q6_20201117_V10,NP07Q6_20201117,bare soil cover,63,percentage,20201117,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP07Q6_20210519_V10,NP07Q6_20210519,bare soil cover,66,percentage,20210519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP07Q7_20181121_V10,NP07Q7_20181121,bare soil cover,0,percentage,20181121,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP07Q7_20190604_V10,NP07Q7_20190604,bare soil cover,79,percentage,20190604,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP07Q7_20191218_V10,NP07Q7_20191218,bare soil cover,10,percentage,20191218,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP07Q7_20200519_V10,NP07Q7_20200519,bare soil cover,65,percentage,20200519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP07Q7_20201117_V10,NP07Q7_20201117,bare soil cover,79,percentage,20201117,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP07Q7_20210519_V10,NP07Q7_20210519,bare soil cover,78,percentage,20210519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP07Q8_20181121_V10,NP07Q8_20181121,bare soil cover,0,percentage,20181121,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP07Q8_20190604_V10,NP07Q8_20190604,bare soil cover,90,percentage,20190604,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP07Q8_20191218_V10,NP07Q8_20191218,bare soil cover,2,percentage,20191218,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP07Q8_20200519_V10,NP07Q8_20200519,bare soil cover,60,percentage,20200519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP07Q8_20201117_V10,NP07Q8_20201117,bare soil cover,66,percentage,20201117,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP07Q8_20210519_V10,NP07Q8_20210519,bare soil cover,71,percentage,20210519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP08Q1_20181121_V10,NP08Q1_20181121,bare soil cover,20,percentage,20181121,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP08Q1_20190604_V10,NP08Q1_20190604,bare soil cover,90,percentage,20190604,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP08Q1_20191218_V10,NP08Q1_20191218,bare soil cover,15,percentage,20191218,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP08Q1_20200519_V10,NP08Q1_20200519,bare soil cover,71,percentage,20200519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP08Q1_20201117_V10,NP08Q1_20201117,bare soil cover,73,percentage,20201117,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP08Q1_20210519_V10,NP08Q1_20210519,bare soil cover,70,percentage,20210519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP08Q2_20181121_V10,NP08Q2_20181121,bare soil cover,0,percentage,20181121,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP08Q2_20190604_V10,NP08Q2_20190604,bare soil cover,75,percentage,20190604,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP08Q2_20191218_V10,NP08Q2_20191218,bare soil cover,4,percentage,20191218,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP08Q2_20200519_V10,NP08Q2_20200519,bare soil cover,54,percentage,20200519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP08Q2_20201117_V10,NP08Q2_20201117,bare soil cover,55,percentage,20201117,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP08Q2_20210519_V10,NP08Q2_20210519,bare soil cover,47,percentage,20210519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP08Q3_20181121_V10,NP08Q3_20181121,bare soil cover,28,percentage,20181121,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP08Q3_20190604_V10,NP08Q3_20190604,bare soil cover,53,percentage,20190604,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP08Q3_20191218_V10,NP08Q3_20191218,bare soil cover,5,percentage,20191218,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP08Q3_20200519_V10,NP08Q3_20200519,bare soil cover,44,percentage,20200519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP08Q3_20201117_V10,NP08Q3_20201117,bare soil cover,43,percentage,20201117,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP08Q3_20210519_V10,NP08Q3_20210519,bare soil cover,49,percentage,20210519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP08Q4_20181121_V10,NP08Q4_20181121,bare soil cover,60,percentage,20181121,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP08Q4_20190604_V10,NP08Q4_20190604,bare soil cover,90,percentage,20190604,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP08Q4_20191218_V10,NP08Q4_20191218,bare soil cover,8,percentage,20191218,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP08Q4_20200519_V10,NP08Q4_20200519,bare soil cover,67,percentage,20200519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP08Q4_20201117_V10,NP08Q4_20201117,bare soil cover,71,percentage,20201117,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP08Q4_20210519_V10,NP08Q4_20210519,bare soil cover,66,percentage,20210519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP08Q5_20181121_V10,NP08Q5_20181121,bare soil cover,70,percentage,20181121,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP08Q5_20190604_V10,NP08Q5_20190604,bare soil cover,83,percentage,20190604,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP08Q5_20191218_V10,NP08Q5_20191218,bare soil cover,1,percentage,20191218,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP08Q5_20200519_V10,NP08Q5_20200519,bare soil cover,85,percentage,20200519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP08Q5_20201117_V10,NP08Q5_20201117,bare soil cover,88,percentage,20201117,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP08Q5_20210519_V10,NP08Q5_20210519,bare soil cover,89,percentage,20210519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP08Q6_20181121_V10,NP08Q6_20181121,bare soil cover,75,percentage,20181121,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP08Q6_20190604_V10,NP08Q6_20190604,bare soil cover,80,percentage,20190604,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP08Q6_20191218_V10,NP08Q6_20191218,bare soil cover,6,percentage,20191218,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP08Q6_20200519_V10,NP08Q6_20200519,bare soil cover,64,percentage,20200519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP08Q6_20201117_V10,NP08Q6_20201117,bare soil cover,56,percentage,20201117,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP08Q6_20210519_V10,NP08Q6_20210519,bare soil cover,75,percentage,20210519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP08Q7_20181121_V10,NP08Q7_20181121,bare soil cover,0,percentage,20181121,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP08Q7_20190604_V10,NP08Q7_20190604,bare soil cover,67,percentage,20190604,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP08Q7_20191218_V10,NP08Q7_20191218,bare soil cover,6,percentage,20191218,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP08Q7_20200519_V10,NP08Q7_20200519,bare soil cover,65,percentage,20200519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP08Q7_20201117_V10,NP08Q7_20201117,bare soil cover,72,percentage,20201117,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP08Q7_20210519_V10,NP08Q7_20210519,bare soil cover,71,percentage,20210519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP08Q8_20181121_V10,NP08Q8_20181121,bare soil cover,2,percentage,20181121,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP08Q8_20190604_V10,NP08Q8_20190604,bare soil cover,60,percentage,20190604,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP08Q8_20191218_V10,NP08Q8_20191218,bare soil cover,2,percentage,20191218,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP08Q8_20200519_V10,NP08Q8_20200519,bare soil cover,28,percentage,20200519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP08Q8_20201117_V10,NP08Q8_20201117,bare soil cover,42,percentage,20201117,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP08Q8_20210519_V10,NP08Q8_20210519,bare soil cover,31,percentage,20210519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP09Q1_20181121_V10,NP09Q1_20181121,bare soil cover,0,percentage,20181121,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP09Q1_20190604_V10,NP09Q1_20190604,bare soil cover,74,percentage,20190604,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
NP09Q1_20191218_V10,NP09Q1_20191218,bare soil cover,23,percentage,20191218,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/22064
